cnn,st_name,st_type,cnntext,the_geom
21712000,EDINBURGH,ST,21712000,POINT (-122.43318514321179 37.71968063720402)
22746000,LAKEWOOD,AVE,22746000,POINT (-122.46357779707218 37.727735449111464)
23673000,17TH,ST,23673000,POINT (-122.39384798317435 37.76530672535921)
20895000,GOETTINGEN,ST,20895000,POINT (-122.40756041691908 37.7292612571389)
27587000,CALIFORNIA,ST,27587000,POINT (-122.46244144417285 37.78526612529963)
21149000,BANKS,ST,21149000,POINT (-122.41256216693392 37.741773965554145)
32878000,15TH,AVE,32878000,POINT (-122.47233337066737 37.75680619410039)
27127000,12TH,AVE,27127000,POINT (-122.46891823736708 37.75521736266339)
23814000,JACK LONDON,ALY,23814000,POINT (-122.39318768296741 37.78096880370633)
21618000,MUNICH,ST,21618000,POINT (-122.42683077463178 37.720867923371245)
23406000,RIVERA,ST,23406000,POINT (-122.4930980834377 37.74602263879273)
24733000,SACRAMENTO,ST,24733000,POINT (-122.40461342127247 37.7935650841639)
22584000,HOLLOWAY,AVE,22584000,POINT (-122.45716308756296 37.72184307571999)
54373000,03RD,ST,54373000,POINT (-122.39834640984408 37.718084760729035)
20281000,LATHROP,AVE,20281000,POINT (-122.39942233295687 37.71065985827553)
50070000,I-80 WESTBOUND,,50070000,POINT (-122.3972076259785 37.781468324806234)
33296000,POWHATTAN,AVE,33296000,POINT (-122.41036534374307 37.741361753989615)
22554000,THOMAS MORE,WAY,22554000,POINT (-122.47273720517175 37.71292737461454)
21060000,MOJAVE,ST,21060000,POINT (-122.41019101506762 37.73892256988299)
52182000,HAMPSHIRE,ST,52182000,POINT (-122.40870662417461 37.76780063999962)
26430000,SHRADER,ST,26430000,POINT (-122.45186572727076 37.76937866366587)
25054000,PACIFIC,AVE,25054000,POINT (-122.40884856925524 37.796650297298555)
20891000,BACON,ST,20891000,POINT (-122.40952686513474 37.726083694287816)
20755000,INDUSTRIAL,ST,20755000,POINT (-122.40089901449998 37.739659121346875)
22649000,MANGELS,AVE,22649000,POINT (-122.4576884885599 37.73217880497074)
33448000,JUNIPERO SERRA,BLVD,33448000,POINT (-122.47260416892179 37.718577038181124)
30009000,05TH,ST,30009000,POINT (-122.40131210125783 37.778608332610844)
21423000,BRUNSWICK,ST,21423000,POINT (-122.43908169561158 37.71174977650963)
27432000,JUDAH,ST,27432000,POINT (-122.48770816147797 37.76122856825344)
23939000,05TH,ST,23939000,POINT (-122.40392088169553 37.78069904950562)
25145000,HYDE,ST,25145000,POINT (-122.41625970580957 37.78537597485221)
50189000,FLORENCE,ST,50189000,POINT (-122.4146622372434 37.79708994770166)
51696000,EVANS,AVE,51696000,POINT (-122.37163395938789 37.73343603010334)
21047000,ALEMANY,BLVD,21047000,POINT (-122.41382404145087 37.73327838091608)
21638000,AVALON,AVE,21638000,POINT (-122.42609284509962 37.724760120590055)
26520000,SUTTER,ST,26520000,POINT (-122.42666680704045 37.786924666754906)
24906000,MAIDEN,LN,24906000,POINT (-122.40668317153964 37.78803330647464)
28098000,CONNECTICUT,ST,28098000,POINT (-122.39859315064973 37.75368474604558)
20733000,TOPEKA,AVE,20733000,POINT (-122.39937988505356 37.733957716196876)
27844000,31ST,AVE,27844000,POINT (-122.49116704473666 37.77979538170779)
51623000,23RD,ST,51623000,POINT (-122.39898130424557 37.75472793730117)
50709000,BLANCHE,ST,50709000,POINT (-122.42930773519095 37.753997130583365)
22773000,SANTA ANA,AVE,22773000,POINT (-122.4678481204555 37.731818588247485)
27067000,ARGUELLO,BLVD,27067000,POINT (-122.45770003482728 37.76454976607311)
27913000,GEARY,BLVD,27913000,POINT (-122.50188721405834 37.77951433539626)
22692000,GARFIELD,ST,22692000,POINT (-122.4644608553753 37.719692186766494)
20843000,ANKENY,ST,20843000,POINT (-122.40643130873164 37.71975378344675)
25812000,19TH,ST,25812000,POINT (-122.43595669877146 37.759222662407325)
23298000,EUCALYPTUS,DR,23298000,POINT (-122.48795293305682 37.730973374699374)
21974000,CHENERY,ST,21974000,POINT (-122.43807770998684 37.73541625204427)
27632000,18TH,AVE,27632000,POINT (-122.47750934892585 37.784222491529476)
34023000,AVENUE OF THE PALMS,,34023000,POINT (-122.37245074034327 37.81731457070854)
26269000,BELGRAVE,AVE,26269000,POINT (-122.44921495858713 37.75961085450912)
20666000,NEWCOMB,AVE,20666000,POINT (-122.39164756779483 37.736288039768766)
24462000,POLK,ST,24462000,POINT (-122.41859850918607 37.780260133017805)
28106000,CROSSOVER,DR,28106000,POINT (-122.47950396125954 37.77126857534684)
27336000,20TH,AVE,27336000,POINT (-122.47754850333934 37.75419271226611)
25791000,18TH,ST,25791000,POINT (-122.43279350597825 37.761021310967074)
20501000,LANE,ST,20501000,POINT (-122.39072708369677 37.73103714694107)
51284000,MORAGA,AVE,51284000,POINT (-122.46122397157853 37.79885459044802)
22972000,SAN MARCOS,AVE,22972000,POINT (-122.46417699400261 37.746403969107)
20039000,EARL,ST,20039000,POINT (-122.37258355489199 37.72925450517078)
24396000,COLTON,ST,24396000,POINT (-122.41988168930753 37.77328101398876)
23867000,DIVISION,ST,23867000,POINT (-122.40207312531182 37.769885043713536)
22229000,FOERSTER,ST,22229000,POINT (-122.44885495223951 37.72988230774881)
23557000,TENNESSEE,ST,23557000,POINT (-122.38910633328183 37.75635658660568)
26705000,BAY,ST,26705000,POINT (-122.42510952099019 37.80414584543078)
50772000,ROSIE LEE,LN,50772000,POINT (-122.38104981595903 37.73223814411118)
33712000,UNNAMED 124,,33712000,POINT (-122.47410830663847 37.71322325507673)
25739000,CASTRO,ST,25739000,POINT (-122.43400651757969 37.75049492476946)
22564000,GRIJALVA,DR,22564000,POINT (-122.48028650327754 37.71522542929603)
32907000,ASHWOOD,LN,32907000,POINT (-122.45746154594224 37.75368956500356)
22364000,TERESITA,BLVD,22364000,POINT (-122.44785152335564 37.739850696216934)
51307000,MONTGOMERY,ST,51307000,POINT (-122.45957727585309 37.79948776938334)
22926000,WEST PORTAL,AVE,22926000,POINT (-122.46905667814333 37.73796988185384)
26795000,MARINA,BLVD,26795000,POINT (-122.4356464563272 37.80619143607601)
22151000,EDNA,ST,22151000,POINT (-122.44655473421759 37.72746441655726)
20901000,HOLYOKE,ST,20901000,POINT (-122.40953382931531 37.72874525418306)
34180000,SIXTH,ST,34180000,POINT (-122.39422548949048 37.77037101889957)
27163000,FUNSTON,AVE,27163000,POINT (-122.47027377962621 37.759252773553534)
24731000,CALIFORNIA,ST,24731000,POINT (-122.40382799938139 37.79271713186145)
25837000,14TH,ST,25837000,POINT (-122.42535353532192 37.767949705825856)
23182000,18TH,AVE,23182000,POINT (-122.47462382916974 37.743096614659976)
26659000,UNION,ST,26659000,POINT (-122.43220428857136 37.797506949353625)
34177000,CORINNE WOODS,WAY,34177000,POINT (-122.39329825547249 37.77199477559562)
20170000,FAIRFAX,AVE,20170000,POINT (-122.37941456771901 37.735244674160825)
22719000,SHIELDS,ST,22719000,POINT (-122.46894113653536 37.71789414459333)
50565000,WAWONA,ST,50565000,POINT (-122.48282688792969 37.73746868675643)
22691000,HEAD,ST,22691000,POINT (-122.46443986029708 37.71792410233138)
26070000,GOLDEN GATE,AVE,26070000,POINT (-122.43855227747282 37.77872410796543)
25889000,GERMANIA,ST,25889000,POINT (-122.43016737567329 37.77070918898562)
54024000,KIRKWOOD,AVE,54024000,POINT (-122.37258594850944 37.72834390626731)
34132000,GATEVIEW,AVE,34132000,POINT (-122.37707345730043 37.8250552739833)
21131000,MULLEN,AVE,21131000,POINT (-122.41056465224791 37.74632327541689)
33365000,PERALTA,AVE,33365000,POINT (-122.40859103806702 37.74335279398153)
22810000,YERBA BUENA,AVE,22810000,POINT (-122.45950454149197 37.73429057211976)
33061000,DELAWARE,ST,33061000,POINT (-122.38198535877822 37.75317006546915)
26295000,BELMONT,AVE,26295000,POINT (-122.45494608113863 37.76317870139808)
21531000,BRUNSWICK,ST,21531000,POINT (-122.4498466044022 37.70832812097282)
30733000,SUTTER,ST,30733000,POINT (-122.40015246897461 37.79029016034293)
25173000,LARKIN,ST,25173000,POINT (-122.4183648672975 37.78748711729885)
50058000,OSCAR,ALY,50058000,POINT (-122.39667505323573 37.786772145950955)
20847000,MANSELL,ST,20847000,POINT (-122.40699791249936 37.719991114756915)
53031000,BIGELOW,CT,53031000,POINT (-122.37575635298397 37.82704353711047)
24279000,FOLSOM,ST,24279000,POINT (-122.40672447056774 37.777628933982975)
23089000,23RD,AVE,23089000,POINT (-122.47913232999183 37.73113870985324)
23984000,25TH,ST,23984000,POINT (-122.41392577342924 37.75090258075077)
26330000,JAVA,ST,26330000,POINT (-122.44369460372477 37.76695428624336)
21274000,WOOL,ST,21274000,POINT (-122.41692768937618 37.74166610126671)
22764000,MONTEREY,BLVD,22764000,POINT (-122.46410771330792 37.73205298537212)
24180000,16TH,ST,24180000,POINT (-122.42048249182163 37.76500219690307)
23529000,MARIN,ST,23529000,POINT (-122.38549008848092 37.74912149929849)
26906000,LUPINE,AVE,26906000,POINT (-122.44920922510563 37.784196304424405)
23592000,KING,ST,23592000,POINT (-122.3883060680158 37.78179823554558)
23141000,SLOAT,BLVD,23141000,POINT (-122.471569341106 37.734706810852636)
21384000,SOUTH HILL,BLVD,21384000,POINT (-122.4313658127266 37.710657860440314)
22314000,AMBER,DR,22314000,POINT (-122.44127034280915 37.74523093875987)
25192000,OFARRELL,ST,25192000,POINT (-122.4211929741106 37.784753446153914)
26278000,RIVOLI,ST,26278000,POINT (-122.45073676712411 37.76234170510333)
23119000,24TH,AVE,23119000,POINT (-122.48011134787644 37.73251006582096)
24373000,JULIAN,AVE,24373000,POINT (-122.42120988357948 37.76819945231557)
20151000,JENNINGS,ST,20151000,POINT (-122.38867281203022 37.727044146761024)
25999000,HAIGHT,ST,25999000,POINT (-122.43373477278742 37.7716882737999)
25235000,ACORN,ALY,25235000,POINT (-122.41581760363403 37.79154208579998)
27246000,CLEMENT,ST,27246000,POINT (-122.46013719906318 37.783136488228216)
26010000,DIVISADERO,ST,26010000,POINT (-122.43658826682046 37.76900080235007)
20212000,MCKINNON,AVE,20212000,POINT (-122.38921984625104 37.73585632432837)
21651000,VALMAR,TER,21651000,POINT (-122.42413477774289 37.72594540806289)
27494000,ANZA,ST,27494000,POINT (-122.4760252782981 37.778553840809046)
50573000,FARNSWORTH,LN,50573000,POINT (-122.45546168921305 37.763599618713336)
23534000,ILLINOIS,ST,23534000,POINT (-122.38656829837103 37.750325042370356)
26227000,MARVIEW,WAY,26227000,POINT (-122.45001235585296 37.75393573365017)
24127000,18TH,ST,24127000,POINT (-122.41607798635232 37.76203400177076)
23033000,19TH,AVE,23033000,POINT (-122.47484831334661 37.72490554823982)
27108000,MORAGA,ST,27108000,POINT (-122.46686233411633 37.75653399933699)
21335000,FAIR,AVE,21335000,POINT (-122.41929426486801 37.74535638326219)
54127000,CENTRAL MAGAZINE,RD,54127000,POINT (-122.47445684480721 37.79675006533447)
28010000,48TH,AVE,28010000,POINT (-122.50922815969429 37.77704400247521)
20918000,SILLIMAN,ST,20918000,POINT (-122.41298549237658 37.72917261981631)
27575000,WASHINGTON,ST,27575000,POINT (-122.45938761533304 37.78840521821212)
27275000,ANZA,ST,27275000,POINT (-122.46414496985155 37.77909072723662)
25290000,BROADWAY,,25290000,POINT (-122.4171874363227 37.79656027182873)
51499000,INCINERATOR,RD,51499000,POINT (-122.46589849619369 37.80086660274281)
23145000,SLOAT,BLVD,23145000,POINT (-122.47322722660213 37.73458799138176)
53019000,MARLIN,CT,53019000,POINT (-122.37308057886646 37.727143476444844)
21385000,WINDING,WAY,21385000,POINT (-122.43186692511406 37.71140477609)
52083000,FORT FUNSTON,RD,52083000,POINT (-122.50029935205848 37.71465234493349)
22192000,FRIDA KAHLO,WAY,22192000,POINT (-122.45233156097598 37.72308024242364)
20189000,HUDSON,AVE,20189000,POINT (-122.3831339842464 37.734976903350564)
25952000,WEBSTER,ST,25952000,POINT (-122.42955405679545 37.77604428585809)
22220000,LEE,AVE,22220000,POINT (-122.4541065523151 37.72185137112667)
20421000,SANTOS,ST,20421000,POINT (-122.42008306624112 37.70831126600383)
27783000,IRVING,ST,27783000,POINT (-122.4974840044876 37.76266410185396)
23174000,22ND,AVE,23174000,POINT (-122.47864436929179 37.73918307360817)
33708000,CHURCH ACCESS,RD,33708000,POINT (-122.47547509794275 37.71415697369671)
21517000,MOUNT VERNON,AVE,21517000,POINT (-122.4445630708129 37.71607942777998)
35019000,ACACIA,AVE,35019000,POINT (-122.38011104940513 37.736784190398595)
53028000,KEPPLER,CT,53028000,POINT (-122.37692440320428 37.827326428573016)
51651000,EGBERT,AVE,51651000,POINT (-122.38891721696282 37.720562253348554)
20883000,AMHERST,ST,20883000,POINT (-122.41493593445668 37.7233432229962)
33604000,CIRCULAR,AVE,33604000,POINT (-122.44259529716274 37.72910168094842)
26283000,SHRADER,ST,26283000,POINT (-122.45104229181305 37.76384265174689)
24377000,15TH,ST,24377000,POINT (-122.42204381334463 37.76653957623379)
25957000,FILLMORE,ST,25957000,POINT (-122.43138442334083 37.77675967786456)
20460000,HWY 101 S ON,RAMP,20460000,POINT (-122.3966170258972 37.720230912844826)
20515000,03RD,ST,20515000,POINT (-122.39453212115983 37.72469313721167)
32896000,SUNSET BLVD OFF,RAMP,32896000,POINT (-122.49388158097646 37.733127607695636)
21690000,AVALON,AVE,21690000,POINT (-122.43096518639152 37.726925679549474)
51361000,HARRISON,BLVD,51361000,POINT (-122.47584110019898 37.7989770619533)
23638000,TURNER,TER,23638000,POINT (-122.39568379815117 37.757040849284564)
21664000,NAPLES,ST,21664000,POINT (-122.42528993957963 37.72867748001878)
21183000,ELLSWORTH,ST,21183000,POINT (-122.41482888039586 37.73596516698169)
22070000,OTSEGO,AVE,22070000,POINT (-122.44105016304533 37.72334214559354)
24465000,ELM,ST,24465000,POINT (-122.41890131007683 37.781704786867365)
27069000,HUGO,ST,27069000,POINT (-122.45775613316297 37.76535415142343)
27025000,RICHARDSON,AVE,27025000,POINT (-122.44769506609899 37.80083191342363)
24368000,NATOMA,ST,24368000,POINT (-122.41855593263558 37.76835975117645)
51840000,FITCH,ST,51840000,POINT (-122.37050569845107 37.73468599300142)
27242000,04TH,AVE,27242000,POINT (-122.46200236989135 37.77918671202683)
25669000,21ST,ST,25669000,POINT (-122.43011520554921 37.75636008228439)
35054000,MISSION BAY,CIR,35054000,POINT (-122.39623453899887 37.770596601866814)
23969000,23RD,ST,23969000,POINT (-122.40834278429013 37.7544528714961)
22880000,MERCED,AVE,22880000,POINT (-122.46126032387959 37.74463722424625)
27228000,EUCLID,AVE,27228000,POINT (-122.45792281836417 37.78387431148806)
22958000,ALLSTON,WAY,22958000,POINT (-122.46395341697608 37.74225944382623)
34109000,AVENUE I,,34109000,POINT (-122.3709423160384 37.82881916318526)
21763000,TINGLEY,ST,21763000,POINT (-122.43397447361579 37.729303493280405)
25916000,GOUGH,ST,25916000,POINT (-122.42278763379112 37.77594986266549)
26437000,SHRADER,ST,26437000,POINT (-122.4524374628275 37.77218917272178)
24609000,03RD,ST,24609000,POINT (-122.40148983525857 37.78582921417218)
20945000,JOHN F SHELLEY,DR,20945000,POINT (-122.41851236981815 37.71876609095527)
21398000,FRANCE,AVE,21398000,POINT (-122.4311538365939 37.71659360615571)
33561000,07TH,AVE,33561000,POINT (-122.46431245546832 37.7660718292203)
27419000,LINCOLN,WAY,27419000,POINT (-122.48046902080976 37.76530608905696)
23248000,CONSTANSO,WAY,23248000,POINT (-122.48842584934913 37.73516699984557)
24527000,HOWARD,ST,24527000,POINT (-122.39515093178645 37.7892346992768)
21395000,CORDOVA,ST,21395000,POINT (-122.43526390296208 37.71090458136981)
24581000,LAPU-LAPU,ST,24581000,POINT (-122.39934928638743 37.78259591227812)
26551000,GREEN,ST,26551000,POINT (-122.42379296433009 37.79761658184506)
26106000,MARKET,ST,26106000,POINT (-122.44221955085247 37.756639161173304)
27837000,BALBOA,ST,27837000,POINT (-122.49195944456234 37.77596005965032)
23977000,ALABAMA,ST,23977000,POINT (-122.41112012455207 37.75428677059544)
26692000,GREENWICH,ST,26692000,POINT (-122.42435866758744 37.80041502721184)
21566000,CAYUGA,AVE,21566000,POINT (-122.44874244994921 37.71477270738315)
34150000,NORTH GATE,RD,34150000,POINT (-122.3626879244006 37.81189590649161)
51702000,ARTHUR,AVE,51702000,POINT (-122.38854614473703 37.74692684692829)
33013000,TERRACE,DR,33013000,POINT (-122.46389670827197 37.73632709030001)
27393000,ORTEGA,ST,27393000,POINT (-122.48384415573494 37.75204546252598)
21711000,RUSSIA,AVE,21711000,POINT (-122.43238518660361 37.719298462353386)
27295000,10TH,AVE,27295000,POINT (-122.46842627800692 37.77889736272373)
51309000,SHERIDAN,AVE,51309000,POINT (-122.46024918212895 37.7998802169755)
51406000,18TH,AVE,51406000,POINT (-122.47769605089533 37.78679661937886)
34183000,FIFTH,ST,34183000,POINT (-122.39281624272262 37.77045594604876)
25685000,DEARBORN,ST,25685000,POINT (-122.42277489050609 37.76162810173632)
24762000,MONTGOMERY,ST,24762000,POINT (-122.4036759763169 37.797298104717804)
24034000,19TH,ST,24034000,POINT (-122.4119265863679 37.760369646317415)
23374000,35TH,AVE,23374000,POINT (-122.49270607923299 37.740427237872986)
24550000,MISSION,ST,24550000,POINT (-122.39249932956727 37.793768814099145)
32927000,MONUMENT,WAY,32927000,POINT (-122.44628722691155 37.762310164641384)
25607000,GUERRERO,ST,25607000,POINT (-122.42302846439821 37.753569180832045)
26817000,BRODERICK,ST,26817000,POINT (-122.44191562004261 37.78690033080456)
50245000,DAWSON,PL,50245000,POINT (-122.41070531763188 37.79343985268848)
23107000,ARBALLO,DR,23107000,POINT (-122.48302284456483 37.721205839907796)
21176000,MANCHESTER,ST,21176000,POINT (-122.4143332905455 37.746766468915744)
22497000,RANDOLPH,ST,22497000,POINT (-122.46260203954922 37.714307653408795)
51295000,MAIN,DR,51295000,POINT (-122.46276491351092 37.800862253274246)
27162000,FUNSTON,AVE,27162000,POINT (-122.47020416928312 37.75825698394475)
21268000,MOULTRIE,ST,21268000,POINT (-122.41569241986953 37.74160890891303)
22782000,LUNADO,WAY,22782000,POINT (-122.47113200436885 37.72678773879836)
27780000,KIRKHAM,ST,27780000,POINT (-122.5036524813824 37.75865333308649)
26526000,AUSTIN,ST,26526000,POINT (-122.42696285953863 37.78832799873552)
22257000,MONTEREY,BLVD,22257000,POINT (-122.4535909115239 37.73148840626825)
22795000,SAN FERNANDO,WAY,22795000,POINT (-122.47011042608419 37.730308468550234)
51932000,CARROLL,AVE,51932000,POINT (-122.36904161258826 37.711178559254314)
22444000,ULLOA,ST,22444000,POINT (-122.4539164301623 37.74569992195592)
24582000,RIZAL,ST,24582000,POINT (-122.39980220254601 37.78149799930635)
20429000,ESQUINA,DR,20429000,POINT (-122.42100292302841 37.71010380358697)
22992000,TARAVAL,ST,22992000,POINT (-122.47135683271652 37.74323996292083)
27717000,30TH,AVE,27717000,POINT (-122.48890973422036 37.76304254214943)
50765000,WHITFIELD,CT,50765000,POINT (-122.38203105114037 37.73105783427809)
23611000,I-280 N OFF,RAMP,23611000,POINT (-122.39238199276113 37.750021505464716)
33716000,CHURCH ACCESS,RD,33716000,POINT (-122.47880891495714 37.71430115207867)
24397000,STEVENSON,ST,24397000,POINT (-122.42077450108616 37.773164686440424)
24663000,GRANT,AVE,24663000,POINT (-122.40533698823745 37.78931631104497)
26509000,EDDY,ST,26509000,POINT (-122.42904060154305 37.781847439566924)
24935000,LEAVENWORTH,ST,24935000,POINT (-122.41424157295639 37.783723783033544)
25779000,20TH,ST,25779000,POINT (-122.43688639656779 37.75755673752708)
25827000,DIAMOND,ST,25827000,POINT (-122.43729871996612 37.761895474432905)
