cnn,st_name,st_type,cnntext,the_geom
24946000,ISADORA DUNCAN,LN,24946000,POINT (-122.41164219292408 37.78756686547798)
27046000,NORIEGA,ST,27046000,POINT (-122.46362728898299 37.75478806485263)
27893000,36TH,AVE,27893000,POINT (-122.49665988468384 37.78147729439463)
24655000,GEARY,ST,24655000,POINT (-122.4050413988647 37.787765495681946)
26092000,WORTH,ST,26092000,POINT (-122.43985521185508 37.75416503647621)
20204000,MENDELL,ST,20204000,POINT (-122.38528165593209 37.740240016030064)
23137000,SLOAT,BLVD,23137000,POINT (-122.48640235690532 37.734156088599875)
27032000,FOREST KNOLLS,DR,27032000,POINT (-122.45525537269629 37.75588020049796)
51918000,COLEMAN,ST,51918000,POINT (-122.3851362969678 37.708969338058175)
22860000,BALCETA,AVE,22860000,POINT (-122.45865669613252 37.74571029053566)
27387000,22ND,AVE,27387000,POINT (-122.47994506689872 37.75782547963414)
54228000,EXECUTIVE PARK,BLVD,54228000,POINT (-122.39463825171369 37.711161314008315)
20930000,SILVER,AVE,20930000,POINT (-122.41263180340222 37.73013760959862)
23123000,OCEAN,AVE,23123000,POINT (-122.48187544227495 37.73243229233159)
24140000,17TH,ST,24140000,POINT (-122.41848397495014 37.76349643478179)
21543000,RAE,AVE,21543000,POINT (-122.44877451112217 37.71163296424945)
22729000,VERNON,ST,22729000,POINT (-122.46807558475169 37.721655684017094)
27872000,40TH,AVE,27872000,POINT (-122.50025754572893 37.77183630831649)
27074000,KIRKHAM,ST,27074000,POINT (-122.46177020081859 37.76049923109401)
24596000,NEW MONTGOMERY,ST,24596000,POINT (-122.39897716825052 37.78620949238909)
51669000,SELBY,ST,51669000,POINT (-122.40250322643368 37.73677679467196)
22037000,DOUGLASS,ST,22037000,POINT (-122.43786100438001 37.744634294791894)
50210000,VALLEJO,ST,50210000,POINT (-122.40463268705507 37.79909835941633)
23325000,HARDING,RD,23325000,POINT (-122.5025019380717 37.72664518181184)
27657000,CALIFORNIA,ST,27657000,POINT (-122.48715071573321 37.78378542713389)
25628000,21ST,ST,25628000,POINT (-122.42391320708288 37.75673370163987)
54140000,MCRAE,ST,54140000,POINT (-122.45466668355745 37.795562271890084)
25677000,18TH,ST,25677000,POINT (-122.42380067089647 37.7615656731715)
24319000,STEVENSON,ST,24319000,POINT (-122.41193340897709 37.78000586898588)
52137000,I-280 SOUTHBOUND,,52137000,POINT (-122.46476669799159 37.710481502918746)
33382000,MIRANDO,WAY,33382000,POINT (-122.42929623583613 37.732533515756394)
25443000,FILBERT,ST,25443000,POINT (-122.4123072604597 37.801009012617996)
21941000,WILDER,ST,21941000,POINT (-122.43394718418851 37.7342596154818)
28222000,BELL,CT,28222000,POINT (-122.38479745674918 37.73406946791384)
23267000,26TH,AVE,23267000,POINT (-122.48345191684649 37.7464488160876)
24851000,MONTAGUE,PL,24851000,POINT (-122.40433495616571 37.80057116901042)
27934000,45TH,AVE,27934000,POINT (-122.50472545239805 37.75860639982091)
20044000,JERROLD,AVE,20044000,POINT (-122.37421733368782 37.73017667734623)
24594000,MINNA,ST,24594000,POINT (-122.39925504879673 37.78757927738579)
23772000,KANSAS,ST,23772000,POINT (-122.40341249597557 37.7634451675156)
25911000,LILY,ST,25911000,POINT (-122.42579431367805 37.77413230858463)
33612000,SLOAT,BLVD,33612000,POINT (-122.47234167180206 37.734606171749185)
21012000,BARNEVELD,AVE,21012000,POINT (-122.40754587443958 37.73370262462306)
50160000,COWELL,PL,50160000,POINT (-122.40175261394693 37.79898793311775)
54409000,CRAIG,LN,54409000,POINT (-122.38460012473318 37.75766038567709)
24190000,10TH,ST,24190000,POINT (-122.40800720355601 37.76924401021171)
25276000,HYDE,ST,25276000,POINT (-122.41811228713878 37.7945673614289)
51943000,POLLOCK,ST,51943000,POINT (-122.36586992516492 37.70843192262568)
25550000,UNION,ST,25550000,POINT (-122.42034629511541 37.79903669174439)
52077000,ARMORY,DR,52077000,POINT (-122.50275843896594 37.72826157888775)
33277000,FAITH,ST,33277000,POINT (-122.40489640036886 37.743691525735464)
21805000,CAYUGA,AVE,21805000,POINT (-122.43467673727847 37.72988931358792)
25495000,REDFIELD,ALY,25495000,POINT (-122.41487618779205 37.800684453730746)
26598000,BUSH,ST,26598000,POINT (-122.43181319457311 37.78723088086274)
27425000,KIRKHAM,ST,27425000,POINT (-122.48436517174527 37.75950120197222)
25814000,CASTRO,ST,25814000,POINT (-122.43518796225081 37.762670707243984)
26407000,CLAYTON,ST,26407000,POINT (-122.44838968574047 37.768864628924156)
27354000,17TH,AVE,27354000,POINT (-122.47472431790641 37.759927377017014)
27923000,45TH,AVE,27923000,POINT (-122.5043333682537 37.75301153058232)
23176000,VICENTE,ST,23176000,POINT (-122.47971831494169 37.739135798142605)
26396000,EWING,TER,26396000,POINT (-122.44735192712497 37.78015206075707)
27269000,FULTON,ST,27269000,POINT (-122.47124006876518 37.77316198222797)
28079000,STANYAN,BLVD,28079000,POINT (-122.4554420795221 37.77882754234963)
24267000,08TH,ST,24267000,POINT (-122.40951952114187 37.77455216611207)
33278000,HOLLADAY,AVE,33278000,POINT (-122.40499173627096 37.747600340580455)
21880000,LAIDLEY,ST,21880000,POINT (-122.42952456610789 37.73691820229627)
26992000,SCOTT,ST,26992000,POINT (-122.44190519630115 37.80374391320911)
21479000,CONCORD,ST,21479000,POINT (-122.4431182544772 37.71339923042008)
24305000,HOWARD,ST,24305000,POINT (-122.41316110856964 37.77499175142721)
33286000,CORTLAND,AVE,33286000,POINT (-122.40826342512771 37.73964335903592)
21304000,MISSION,ST,21304000,POINT (-122.41822117060404 37.7481656891385)
26662000,WEBSTER,ST,26662000,POINT (-122.4334690626982 37.79543517946235)
50364000,STOCKTON,ST,50364000,POINT (-122.41074091834564 37.808144156136585)
22182000,RIDGE,LN,22182000,POINT (-122.45040137423902 37.718389650430794)
22026000,DIAMOND HEIGHTS,BLVD,22026000,POINT (-122.4356210462866 37.74153426343656)
25391000,JACK MICHELINE,ALY,25391000,POINT (-122.40789866598945 37.80221802048267)
33376000,OLORAN,AVE,33376000,POINT (-122.44013503269599 37.7298368785367)
50373000,POTOMAC,ST,50373000,POINT (-122.43252221765763 37.7698930228623)
20230000,NEWHALL,ST,20230000,POINT (-122.38911340958269 37.739112661359734)
51333000,HWY 101 S OFF,RAMP,51333000,POINT (-122.47538893362567 37.806336798246576)
26421000,HAYES,ST,26421000,POINT (-122.44932587452602 37.7735248515354)
26100000,DIXIE,ALY,26100000,POINT (-122.4418863985451 37.753365107003596)
20992000,CAMBRIDGE,ST,20992000,POINT (-122.41948647694643 37.72904644491373)
22486000,DE LONG,ST,22486000,POINT (-122.46460804936947 37.70963986768531)
23998000,HARRISON,ST,23998000,POINT (-122.41234804054668 37.75742952397421)
25183000,VAN NESS,AVE,25183000,POINT (-122.42081045745296 37.78241705452834)
33491000,VARELA,AVE,33491000,POINT (-122.47610991483502 37.720051340206695)
33337000,CAMPBELL,AVE,33337000,POINT (-122.4099395016065 37.71627919919123)
21166000,HARRISON,ST,21166000,POINT (-122.41145159515489 37.745238829771345)
54407000,CRESCENT,WAY,54407000,POINT (-122.38913070083427 37.71186572030283)
21524000,HURON,AVE,21524000,POINT (-122.44621270165487 37.71470082225253)
24949000,MASON,ST,24949000,POINT (-122.41043324577693 37.789951424183876)
20456000,DONNER,AVE,20456000,POINT (-122.39206657529522 37.723293918713026)
25894000,HERMANN,ST,25894000,POINT (-122.43007361982973 37.77024306567571)
26242000,CLARENDON,AVE,26242000,POINT (-122.45644843333314 37.75148331316103)
23392000,32ND,AVE,23392000,POINT (-122.4898787573214 37.74616494634074)
23696000,24TH,ST,23696000,POINT (-122.4005965059822 37.753344062136044)
24400000,CLINTON,PARK,24400000,POINT (-122.42147017839444 37.769338798404306)
34166000,WARRIORS,WAY,34166000,POINT (-122.38629638048488 37.76900126971977)
51245000,PRESIDIO,BLVD,51245000,POINT (-122.45346271538197 37.79878577454033)
54203000,JAUSS,ST,54203000,POINT (-122.45109189044196 37.80552428861934)
21029000,TOMPKINS,AVE,21029000,POINT (-122.4097618383711 37.73685839622653)
26587000,GEARY,BLVD,26587000,POINT (-122.4312049455392 37.7845682411472)
23828000,BRANNAN,ST,23828000,POINT (-122.39530387217523 37.7792963906902)
26427000,STANYAN,ST,26427000,POINT (-122.45294703353456 37.766374073924254)
25391000,GRANT,AVE,25391000,POINT (-122.40789866598945 37.80221802048267)
27125000,11TH,AVE,27125000,POINT (-122.46780260006116 37.754626365898396)
22709000,HOLLOWAY,AVE,22709000,POINT (-122.46627776621118 37.72166787464274)
27782000,38TH,AVE,27782000,POINT (-122.49735323376143 37.76080323430958)
21796000,SAN JOSE AV ON,RAMP,21796000,POINT (-122.43545768760586 37.73209348397914)
25960000,LAGUNA,ST,25960000,POINT (-122.42692270480141 37.77972574428786)
24019000,MARIPOSA,ST,24019000,POINT (-122.40730484746368 37.76318780189533)
24600000,SHAW,ALY,24600000,POINT (-122.39802055396838 37.788556294688995)
20981000,PIOCHE,ST,20981000,POINT (-122.41938844053597 37.72880908972764)
21843000,ARLINGTON,ST,21843000,POINT (-122.42487023014333 37.739011395739674)
24153000,20TH,ST,24153000,POINT (-122.42127172896228 37.75849850876108)
32954000,CROWN,TER,32954000,POINT (-122.4473033011193 37.75789142407875)
51507000,ORTEGA,ST,51507000,POINT (-122.46418432954948 37.752911710391174)
27283000,ANZA,ST,27283000,POINT (-122.46735401036912 37.77894579680842)
50785000,CARPENTER,CT,50785000,POINT (-122.38510094599224 37.73470722883309)
27698000,NORIEGA,ST,27698000,POINT (-122.49576028874023 37.75339025994189)
22275000,VISTA VERDE,CT,22275000,POINT (-122.4443366179515 37.734557438026656)
20209000,OAKDALE,AVE,20209000,POINT (-122.38848199561414 37.73353396008086)
30726000,SPEAR,ST,30726000,POINT (-122.39558355355146 37.79375455857933)
51245000,MACARTHUR,AVE,51245000,POINT (-122.45346271538197 37.79878577454033)
23704000,WISCONSIN,ST,23704000,POINT (-122.39879980517024 37.75584070058597)
26004000,14TH,ST,26004000,POINT (-122.43562414061435 37.7673279587804)
25287000,LEAVENWORTH,ST,25287000,POINT (-122.4170300929078 37.79754141856129)
51442000,UNNAMED 105,,51442000,POINT (-122.47413768896085 37.71753291021818)
26382000,MCALLISTER,ST,26382000,POINT (-122.44665991213836 37.77674163619097)
35060000,ARELIOUS WALKER,DR,35060000,POINT (-122.38457147980095 37.719059037631474)
21499000,ROEMER,WAY,21499000,POINT (-122.4467050735938 37.7094024011199)
22941000,SAINT FRANCIS,BLVD,22941000,POINT (-122.47050352826486 37.73474913205952)
26166000,ORD,ST,26166000,POINT (-122.44016828049861 37.7621865738389)
24223000,HARRISON,ST,24223000,POINT (-122.41322697995915 37.76672528391628)
21018000,GAVEN,ST,21018000,POINT (-122.40969319518491 37.73304593207125)
23034000,DENSLOWE,DR,23034000,POINT (-122.47424958443924 37.72408260908848)
24175000,16TH,ST,24175000,POINT (-122.42058060823179 37.764996269670625)
20888000,SOMERSET,ST,20888000,POINT (-122.40755640512195 37.726599246040855)
22830000,PORTOLA,DR,22830000,POINT (-122.46106405207209 37.74029377056936)
23961000,23RD,ST,23961000,POINT (-122.41021992548484 37.75434061482037)
20325000,CAMPBELL,AVE,20325000,POINT (-122.40350661559901 37.71435723486099)
26794000,RICO,WAY,26794000,POINT (-122.43814172629762 37.80492965657427)
33607000,SANTA YSABEL,AVE,33607000,POINT (-122.4401184910346 37.727925284817175)
32868000,SUNSET,BLVD,32868000,POINT (-122.4965038369812 37.763981959337386)
50284000,FORT MASON 9,,50284000,POINT (-122.42816361044814 37.805062886720734)
54211000,CANDLESTICK COVE,WAY,54211000,POINT (-122.39380310739791 37.71280716946045)
24921000,ANSON,PL,24921000,POINT (-122.40872338637058 37.78985293510929)
50270000,ANTONIO,ST,50270000,POINT (-122.41393283159454 37.78517338938569)
21280000,AZTEC,ST,21280000,POINT (-122.41655911205636 37.74543913561599)
21382000,NAYLOR,ST,21382000,POINT (-122.4319252065869 37.709209607387486)
51926000,PERALTA,AVE,51926000,POINT (-122.40902733254555 37.73806653584675)
26884000,WASHINGTON,ST,26884000,POINT (-122.44593376788133 37.79011861174417)
22669000,KEYSTONE,WAY,22669000,POINT (-122.46281547401158 37.725482412238485)
33313000,SILVER,AVE,33313000,POINT (-122.40657484760101 37.732140823499)
22174000,SAN JOSE,AVE,22174000,POINT (-122.44756206140381 37.71948111977963)
51113000,SAN JOSE,AVE,51113000,POINT (-122.45940344265975 37.707895645393215)
22753000,KENWOOD,WAY,22753000,POINT (-122.46473549929142 37.72836207239035)
23851000,07TH,ST,23851000,POINT (-122.40002281637447 37.77051510813536)
33081000,MARIN,ST,33081000,POINT (-122.39029600532064 37.74878517385791)
26740000,CHESTNUT,ST,26740000,POINT (-122.43131132096062 37.80144493532588)
27833000,BALBOA,ST,27833000,POINT (-122.4898154392453 37.7760575671337)
26202000,17TH,ST,26202000,POINT (-122.4433590545365 37.76199660500902)
23843000,08TH,ST,23843000,POINT (-122.39914078584123 37.766289176682676)
21981000,BADEN,ST,21981000,POINT (-122.43975249423286 37.73311125479831)
26316000,BUENA VISTA,AVE,26316000,POINT (-122.44257524429227 37.765928284273826)
33061000,25TH,ST,33061000,POINT (-122.38198535877822 37.75317006546915)
23920000,BRYANT,ST,23920000,POINT (-122.40421368836901 37.7747037896772)
22914000,SAN ANSELMO,AVE,22914000,POINT (-122.46610726136583 37.73668818988764)
27304000,12TH,AVE,27304000,POINT (-122.47071674976286 37.78072335355832)
27122000,AERIAL,WAY,27122000,POINT (-122.46909571026346 37.75292413017459)
51454000,UNNAMED 083,,51454000,POINT (-122.47430393261764 37.717035561097596)
23956000,FLORIDA,ST,23956000,POINT (-122.40991440189421 37.75114504794026)
27799000,42ND,AVE,27799000,POINT (-122.501770513799 37.76247467277035)
21489000,MISSION,ST,21489000,POINT (-122.442661526838 37.71456719840394)
26173000,MERRITT,ST,26173000,POINT (-122.44373869420096 37.76085804578279)
20178000,JENNINGS,ST,20178000,POINT (-122.37772236984166 37.73922050925177)
27266000,12TH,AVE,27266000,POINT (-122.4701626916696 37.773209510372574)
33650000,SALINAS,AVE,33650000,POINT (-122.39703898372115 37.72087516233644)
21165000,ALABAMA,ST,21165000,POINT (-122.41061909783163 37.74694113876952)
54056000,KAMILLE,CT,54056000,POINT (-122.41154630152859 37.74894906492918)
24219000,FLORIDA,ST,24219000,POINT (-122.41175882931279 37.76869278098855)
26173000,DANVERS,ST,26173000,POINT (-122.44373869420096 37.76085804578279)
21808000,BOSWORTH,ST,21808000,POINT (-122.43499608757902 37.73371751924832)
25300000,LARKIN,ST,25300000,POINT (-122.41975271973104 37.79435377918401)
22324000,GRAND VIEW,AVE,22324000,POINT (-122.44259922480356 37.74916024299309)
27215000,ANZA,ST,27215000,POINT (-122.45649694296603 37.77969533838722)
22665000,PICO,AVE,22665000,POINT (-122.46227636457655 37.724270606761536)
25619000,CHATTANOOGA,ST,25619000,POINT (-122.42633288684118 37.7517712958796)
26236000,DELLBROOK,AVE,26236000,POINT (-122.45307708309535 37.749344714949245)
27793000,MARTIN LUTHER KING JR,DR,27793000,POINT (-122.50085701612217 37.76484590710544)
21118000,MONTCALM,ST,21118000,POINT (-122.40609253785277 37.7470098318257)
27123000,PACHECO,ST,27123000,POINT (-122.47090752922335 37.75261583608376)
25460000,POWELL,ST,25460000,POINT (-122.41185846248848 37.805361377369195)
21680000,SILVER,AVE,21680000,POINT (-122.42642286490482 37.728617161285996)
26183000,IRON,ALY,26183000,POINT (-122.44466535895592 37.75785439142136)
26838000,POST,ST,26838000,POINT (-122.44603302648774 37.78350919917323)
21956000,MOFFITT,ST,21956000,POINT (-122.43394990219869 37.73813599520335)
27633000,17TH,AVE,27633000,POINT (-122.4765751490192 37.78612828169667)
25927000,LINDEN,ST,25927000,POINT (-122.42616739259752 37.77599714313195)
24703000,CLAY,ST,24703000,POINT (-122.4014875806509 37.79483949883307)
23256000,VICENTE,ST,23256000,POINT (-122.4872169976335 37.7388050263267)
23541000,03RD,ST,23541000,POINT (-122.38775628064487 37.75283561197498)
50596000,CARSON,ST,50596000,POINT (-122.43994683939276 37.75841549287211)
35033000,HUDSON,AVE,35033000,POINT (-122.36787067055602 37.7284658718238)
52420000,MELROSE,AVE,52420000,POINT (-122.44950938887206 37.73380754884202)
20529000,THORNTON,AVE,20529000,POINT (-122.39453068848815 37.73097934575809)
22832000,SAN PABLO,AVE,22832000,POINT (-122.46203920631459 37.736346527235156)
50863000,RANKIN,ST,50863000,POINT (-122.39330685253108 37.743839784077124)
27859000,LEGION OF HONOR,DR,27859000,POINT (-122.49451975160387 37.78157729483796)
51450000,JUNIPERO SERRA,BLVD,51450000,POINT (-122.47100075219235 37.70822023446016)
22167000,MOUNT VERNON,AVE,22167000,POINT (-122.44734414937597 37.71798263457451)
21998000,ORA,WAY,21998000,POINT (-122.43749500533077 37.73997858938971)
21727000,MADRID,ST,21727000,POINT (-122.43633113732578 37.71695312399972)
21945000,SURREY,ST,21945000,POINT (-122.43498485516032 37.73568219207582)
22420000,FOWLER,AVE,22420000,POINT (-122.45267482985128 37.74387169267182)
50983000,PASADENA,ST,50983000,POINT (-122.41912163413167 37.70833094624078)
22590000,CAPITOL,AVE,22590000,POINT (-122.45920421451898 37.72183749169474)
51991000,PASADENA,ST,51991000,POINT (-122.41866803004922 37.70933832462439)
25995000,STEINER,ST,25995000,POINT (-122.43228010988489 37.77282924766135)
26772000,CHESTNUT,ST,26772000,POINT (-122.43729966955287 37.80068373282643)
24656000,OFARRELL,ST,24656000,POINT (-122.40534607879762 37.786747618616204)
22278000,DIAMOND HEIGHTS,BLVD,22278000,POINT (-122.43969084189571 37.73719797197993)
54367000,HWY 101 NORTHBOUND,,54367000,POINT (-122.44935928199956 37.802006985618824)
21913000,SANCHEZ,ST,21913000,POINT (-122.42903667185719 37.745165387193)
22788000,PALOMA,AVE,22788000,POINT (-122.47046746757935 37.72876997971375)
20744000,SILVER,AVE,20744000,POINT (-122.40155620721376 37.73488448556792)
27119000,14TH,AVE,27119000,POINT (-122.47084594491369 37.75091215918226)
50085000,HWY 101 TO I-80,RAMP,50085000,POINT (-122.40539933185981 37.77036991853507)
27909000,42ND,AVE,27909000,POINT (-122.50280662263489 37.777336148305594)
26862000,BAKER,ST,26862000,POINT (-122.44430035186507 37.79032652258808)
25942000,GOUGH,ST,25942000,POINT (-122.42373098465981 37.78061162253494)
32914000,FARNSWORTH,LN,32914000,POINT (-122.45494554238931 37.76366305363575)
24513000,HARRISON,ST,24513000,POINT (-122.39738553764747 37.7825535929884)
27026000,LYON,ST,27026000,POINT (-122.44781957323683 37.801633207806375)
26392000,MASONIC,AVE,26392000,POINT (-122.44703980614325 37.77862230762282)
21652000,PERU,AVE,21652000,POINT (-122.42492552669171 37.726322922827976)
27915000,CLEMENT,ST,27915000,POINT (-122.50201199131487 37.781227036909385)
27272000,07TH,AVE,27272000,POINT (-122.46481166976925 37.77348874404012)
21814000,SAN JOSE,AVE,21814000,POINT (-122.43845939730592 37.72991244403566)
26734000,BUCHANAN,ST,26734000,POINT (-122.43258075271551 37.79936972393606)
51830000,26TH,ST,51830000,POINT (-122.39153330416117 37.751334475478)
28144000,JAMESTOWN,AVE,28144000,POINT (-122.38875919997402 37.71466372006755)
33332000,LISBON,ST,33332000,POINT (-122.42866697035842 37.72853443267978)
23192000,RIVERA,ST,23192000,POINT (-122.47488730324808 37.746826818961054)
27743000,37TH,AVE,27743000,POINT (-122.49641455955319 37.76271133736307)
50555000,FUNSTON,AVE,50555000,POINT (-122.46942988414476 37.747122481245576)
23172000,ULLOA,ST,23172000,POINT (-122.47770325200428 37.741090562089624)
23124000,INVERNESS,DR,23124000,POINT (-122.48266360989103 37.731147127777)
23965000,HAMPSHIRE,ST,23965000,POINT (-122.40744856068254 37.75450633727849)
27720000,IRVING,ST,27720000,POINT (-122.49105353448496 37.76294798066964)
21071000,EUGENIA,AVE,21071000,POINT (-122.41268149109165 37.74025681895676)
23502000,TARAVAL,ST,23502000,POINT (-122.50462044650027 37.74176468126272)
30045000,CHARLES J BRENHAM,PL,30045000,POINT (-122.41314804938452 37.78099378248016)
51636000,MELROSE,AVE,51636000,POINT (-122.44987547279074 37.733806226781574)
22865000,LAGUNA HONDA,BLVD,22865000,POINT (-122.45917437564431 37.747286319592845)
20941000,JOHN F SHELLEY,DR,20941000,POINT (-122.41648441776829 37.72180931027128)
25440000,FILBERT,ST,25440000,POINT (-122.41265966114027 37.80096505647491)
50110000,LURMONT,TER,50110000,POINT (-122.41855870075949 37.80162140488077)
22731000,HOLLOWAY,AVE,22731000,POINT (-122.46897449380063 37.72164957841661)
25466000,VENARD,ALY,25466000,POINT (-122.41285038673651 37.80380717065254)
32926000,MONUMENT,WAY,32926000,POINT (-122.44639162115044 37.762231952007255)
27232000,ARGUELLO,BLVD,27232000,POINT (-122.45899840099537 37.78318866486123)
23505000,48TH,AVE,23505000,POINT (-122.50667573718563 37.739812384408246)
20090000,LILLIAN,ST,20090000,POINT (-122.38052891352952 37.73207905232229)
21321000,FAIR,AVE,21321000,POINT (-122.41878478489693 37.745150766325196)
20522000,CERES,ST,20522000,POINT (-122.39416009216544 37.7309269307764)
23837000,BRYANT,ST,23837000,POINT (-122.39684582189952 37.78052716109075)
22010000,ZIRCON,PL,22010000,POINT (-122.43462166148196 37.74321758434711)
25179000,POLK,ST,25179000,POINT (-122.4195478538062 37.78496025958046)
25598000,COLUMBUS,AVE,25598000,POINT (-122.41957724303809 37.806780112462555)
26513000,LAGUNA,ST,26513000,POINT (-122.42777887094972 37.78392473547129)
54007000,DELANCEY,ST,54007000,POINT (-122.39049264461093 37.78412178663739)
23519000,48TH,AVE,23519000,POINT (-122.50715921964384 37.747272273146386)
26719000,OCTAVIA,ST,26719000,POINT (-122.4292902013025 37.799788136004295)
33346000,LINDA VISTA,STPS,33346000,POINT (-122.42992735185808 37.711573982164865)
26170000,CORBETT,AVE,26170000,POINT (-122.44104116263507 37.76166967350953)
27683000,30TH,AVE,27683000,POINT (-122.48851723425487 37.75744780097795)
28019000,28TH,AVE,28019000,POINT (-122.48832481547095 37.7852055826163)
26178000,ROOSEVELT,WAY,26178000,POINT (-122.44379547014279 37.76329559589662)
22813000,RAVENWOOD,DR,22813000,POINT (-122.4615510408069 37.73475386129166)
20677000,BRIDGEVIEW,DR,20677000,POINT (-122.39390394664707 37.73378771055599)
33022000,MONTEREY,BLVD,33022000,POINT (-122.45924479146379 37.73077490666661)
27977000,CABRILLO,ST,27977000,POINT (-122.50895787212727 37.77330898943888)
25741000,NOE,ST,25741000,POINT (-122.43202355390846 37.75302491241389)
27347000,14TH,AVE,27347000,POINT (-122.47202704339855 37.75746526120608)
21444000,GENEVA,AVE,21444000,POINT (-122.43943847187354 37.715672554712654)
21734000,FRANCE,AVE,21734000,POINT (-122.43755873344345 37.719649700456955)
25817000,EUREKA,ST,25817000,POINT (-122.4381123548205 37.75909265524427)
20467000,03RD,ST,20467000,POINT (-122.39747873450162 37.71883435834783)
26676000,FILBERT,ST,26676000,POINT (-122.43567821201809 37.79802112244724)
25547000,EASTMAN,ST,25547000,POINT (-122.4200216080672 37.79877172997616)
24222000,TREAT,AVE,24222000,POINT (-122.41282995442955 37.76675093423342)
27479000,16TH,AVE,27479000,POINT (-122.47495616200598 37.77860220125296)
34129000,GATEVIEW,AVE,34129000,POINT (-122.37766568389239 37.8268735389541)
21176000,BESSIE,ST,21176000,POINT (-122.4143332905455 37.746766468915744)
22125000,STANDISH,AVE,22125000,POINT (-122.43885364152054 37.72966897777404)
23328000,BROOKHAVEN,LN,23328000,POINT (-122.49712549104375 37.73154156864495)
27699000,34TH,AVE,27699000,POINT (-122.49267538513877 37.75539847932701)
33178000,SAN BRUNO,AVE,33178000,POINT (-122.40142155547507 37.72236902870461)
25531000,CHESTNUT,ST,25531000,POINT (-122.4181510920778 37.80313539911975)
34051000,04TH TI,ST,34051000,POINT (-122.36374276576778 37.823574425450744)
20269000,GILLETTE,AVE,20269000,POINT (-122.39670997363034 37.71038802544765)
24002000,20TH,ST,24002000,POINT (-122.40794002510466 37.75930517442507)
23152000,16TH,AVE,23152000,POINT (-122.47222085610042 37.73946563047624)
25636000,CHURCH,ST,25636000,POINT (-122.42727744920944 37.75009697552881)
21369000,CANYON,DR,21369000,POINT (-122.42928919798027 37.708870633397574)
21537000,CRESCIO,CT,21537000,POINT (-122.44789910330603 37.70948804994419)
52141000,HWY 101 SOUTHBOUND,,52141000,POINT (-122.40021581976973 37.7208123537995)
23802000,COLIN P KELLY JR,ST,23802000,POINT (-122.39130831077497 37.782453966300636)
30755000,VALENCIA,ST,30755000,POINT (-122.4226196906155 37.77250281744757)
25925000,HAYES,ST,25925000,POINT (-122.42451369983908 37.77668755596153)
26971000,ALHAMBRA,ST,26971000,POINT (-122.44050860231403 37.801281320967306)
51502000,LOCUST,ST,51502000,POINT (-122.45170756332651 37.78620370196869)
27457000,CABRILLO,ST,27457000,POINT (-122.47575096870719 37.77482801819439)
25399000,STOCKTON,ST,25399000,POINT (-122.40993619126515 37.8041675958259)
34183000,MERRIMAC,ST,34183000,POINT (-122.39281624272262 37.77045594604876)
25894000,FILLMORE,ST,25894000,POINT (-122.43007361982973 37.77024306567571)
26313000,MUSEUM,WAY,26313000,POINT (-122.44124168287385 37.76527085847021)
27174000,14TH,AVE,27174000,POINT (-122.47166779493149 37.7638016475681)
33554000,PINAR,LN,33554000,POINT (-122.44173880766114 37.7801296146843)
51486000,LINCOLN,BLVD,51486000,POINT (-122.4841460997174 37.787664873307946)
33569000,ARGENT,ALY,33569000,POINT (-122.44266708232279 37.75304192627165)
25263000,LEAVENWORTH,ST,25263000,POINT (-122.4162917025723 37.79389208418123)
25096000,PLEASANT,ST,25096000,POINT (-122.41438190785439 37.79278406991896)
23570000,03RD,ST,23570000,POINT (-122.38873799837404 37.76304827905296)
54053000,GARRISON,AVE,54053000,POINT (-122.41291500754562 37.70947489043184)
26796000,SCOTT,ST,26796000,POINT (-122.44220978521369 37.80578627480276)
51084000,BALHI,CT,51084000,POINT (-122.43939550071683 37.72123756088366)
22414000,PANORAMA,DR,22414000,POINT (-122.44982942102212 37.74684483697636)
30757000,MARKET,ST,30757000,POINT (-122.42485259870114 37.7707477455748)
20116000,GRIFFITH,ST,20116000,POINT (-122.38137737443894 37.725736372764686)
27837000,32ND,AVE,27837000,POINT (-122.49195944456234 37.77596005965032)
20687000,QUINT,ST,20687000,POINT (-122.39311497908326 37.74090096127898)
26246000,PANORAMA,DR,26246000,POINT (-122.45257028078771 37.75354206782868)
32995000,LANSDALE,AVE,32995000,POINT (-122.46071458824586 37.738339651107566)
24325000,MCALLISTER,ST,24325000,POINT (-122.41202407439866 37.781136159647005)
26627000,BUSH,ST,26627000,POINT (-122.43839388418397 37.78639167555325)
26525000,BUSH,ST,26525000,POINT (-122.42852501117447 37.787650561828784)
20554000,WILDE,AVE,20554000,POINT (-122.40011893364091 37.71657389658123)
26429000,WALLER,ST,26429000,POINT (-122.45167593674213 37.768445525646115)
25858000,WALLER,ST,25858000,POINT (-122.42372632907924 37.77199848104457)
22300000,TERESITA,BLVD,22300000,POINT (-122.44658898806098 37.737586966683075)
23481000,RIVERA,ST,23481000,POINT (-122.50381313784 37.74555087325377)
27239000,FULTON,ST,27239000,POINT (-122.46268379603113 37.773759751903945)
21088000,ESMERALDA,AVE,21088000,POINT (-122.40671092576999 37.74335178872913)
27099000,11TH,AVE,27099000,POINT (-122.46761087819388 37.751659888525836)
27436000,LINCOLN,WAY,27436000,POINT (-122.4858310307718 37.76506860996053)
20638000,GIRARD,ST,20638000,POINT (-122.40459382742166 37.72737430084906)
